destination_ref,region_ref,company_name,address_line_one,address_line_two,city,state,zip,phone,reservation,fax,url,contact,season,email,details,mask2id_ref,customer_status_notes
16811,22, Paradise Mini Golf Specials, , , ,MA,1949,,,, , ,                , ,,g22201021102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4711,15,"Lakeview Hotel, Motel, & Cabins",58 Tower Street,,Weirs Beach,NH,3247,(603) 366-4621,(800) 953-8890,(603) 366-4129,stayatlakeview.com,Mike Young,Open May to October,,,g00011107404717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,26,Long House Bed & Breakfast,High Street,,Becket,MA,1223,(413) 623-8360,(413) 623-8360,,,,,,,g00082207303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5062,26,Canterbury Farm,Fred Snow Road,,Becket,MA,1223,(413) 623-8765,(413) 623-8765,,,,,,,g00062207505067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5070,26,Graylock Villa,33 Richardson Street,,Cheshire,MA,1225,(413) 743-3422,(413) 743-3422,(413) 743-4418,,,,,,g00070007505077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2692,26,Inn at Village Square,633 Main Street,,Dalton,MA,1226,(413) 684-0860,(413) 684-0860,,,,,,,g00092207202697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,26,AAA Barrington Court Motel,400 Stockbridge Road,Rt.7,Great Barrington,MA,1230,(413) 528-2340,(413) 528-2340,,,,,,,g00099907202797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2983,26,AAA Monument Mountain Motel,249 Stockbridge Road,Rt.7,Great Barrington,MA,1230,(413) 528-3272,(413) 528-3272,,,,,,,g00083307202987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2988,26,AAA Lantern House Motel,254 Stockbridge Road,Rt.7,Great Barrington,MA,1230,(413) 528-2350,(413) 528-2350,,,,,,,g00088807202987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2989,26,Bread & Roses,Star Route 65,Box 50,Great Barrington,MA,1230,(413) 528-1099,(413) 528-1099,(413) 528-8228,,,,,,g00089907202987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,26,Thornewood Inn & Restaurant,453 Stockbridge Road,,Great Barrington,MA,1230,(413) 528-3828,(413) 528-3828,,www.thornewood.com,,,,,g00090007202997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,26,Turning Point Inn B&B,RD 2 Box 140,,Great Barrington,MA,1230,(413) 528-4777,(413) 528-4777,,,,,,,g00080007303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3883,26,Ellings B&B Guest House,RD 3 Box 6,,Great Barrington,MA,1230,(413) 528-4103,(413) 528-4103,,,,,,,g00083307303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4969,26,Little John Manor Bed & Breakfast,1 Newsboy Monument Lane,,Great Barrington,MA,1230,(413) 528-2882,(413) 528-2882,,,,,,,g00069907404967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4982,26,Windflower Inn,684 South Egremont Road,,Great Barrington,MA,1230,(413) 528-2720,(413) 528-2720,,www.windflowerinn.com,,,,,g00082207404987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4988,26,Arrawood B&B,105 Taconic Avenue,Box 902,Great Barrington,MA,1230,(413) 528-5868,(413) 528-5868,,,,,,,g00088807404987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4994,26,Millstones Guesthouse,Rte 57,Box 121A,New Marlborough,MA,1230,(413) 229-8488,(413) 229-8488,,,,,,,g00094407404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5005,26,Red Bird Inn,Route 57 & Adsit Crosby Road,,New Marlborough,MA,1230,(413) 229-2433,(413) 229-2433,,,,,,,g00005507505007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,26,Wainwright Inn,518 S. Main Street,,Great Barrington,MA,1230,(413) 528-2062,(413) 528-2062,,www.wainwrightinn.com,,,,,g00075507505077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5076,26,Deerwood,Lake Buel Road,,Great Barrington,MA,1230,(800) 676-3337,(800) 676-3337,,,,,,,g00076607505077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,26,Mountain View Motel,304 State Road,,Great Barrington,MA,1230,(413) 528-0250,(413) 528-0250,(413) 528-0137,www.ben.net/~rwatson,,,,,g00077707505077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5078,26,Barrington Court Motel,400 Stockbridge Road,Rt.7,Great Barrington,MA,1230,(413) 528-2340,(413) 528-2340,,,,,,,g00078807505077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,26,Rainbow Bed & Breakfast,1079 Main Street,Box 573,Housatonic,MA,1236,(413) 274-6019,(413) 274-6019,,,,,,,g00091107303897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5040,26,Ramsdell House,1099 Main Street,Box 642,Housatonic,MA,1236,(413) 274-6224,(413) 274-6224,,,,,,,g00040007505047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2802,26,Weathervane Motel,475 South Main Street,Rte 7,Lanesboro,MA,1237,(413) 443-3230,(413) 443-3230,,,,,,,g00002207202807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2937,26,Berkshire North Cottages,Route 7,,Lanesboro,MA,1237,(413) 442-7469,(413) 442-7469,,,,,,,g00037707202937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2984,26,Lamp Post Motel,Box 335,,Lanesboro,MA,1237,(413) 443-2979,(413) 443-2979,,,,,,,g00084407202987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,26,Whippletree Bed & Breakfast,Rte 7 & 10 Bailey Road,,Lanesboro,MA,1237,(413) 442-7468,(413) 442-7468,,,,,,,g00085507303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,26,Kerry House Motel,Route 7,,New Ashford,MA,1237,(413) 443-4753,(413) 443-4753,,,,,,,g00087707303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,26,Pettibone Farm,Old Cheshire Road,Box 624,Lanesboro,MA,1237,(413) 442-0803,(413) 442-0803,,,,,,,g00037707404437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4964,26,Best Western Springs Motor Inn,Route 7,,New Ashford,MA,1237,(413) 458-5945,(413) 458-5945,,,,,,,g00064407404967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4978,26,Hancock Inn,Hancock Road Route 43,,Hancock,MA,1237,(413) 738-5873,(413) 738-5873,,,,,,,g00078807404977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4997,26,Mt. View Motel,P.O. Box 1919,,Lanesboro,MA,1237,(413) 442-1009,(413) 442-1009,,,,,,,g00097707404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5004,26,New Ashford Motor Inn,Route 7,,New Ashford,MA,1237,(413) 458-8041,(413) 458-8041,,,,,,,g00004407505007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5008,26,Lanesboro Mountain Motel,P.O. Box 335,Route 7,Lanesboro,MA,1237,(413) 442-6717,(413) 442-6717,,,,,,,g00008807505007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5010,26,Carriage House Motel,U.S.Route7,,New Ashford,MA,1237,(413) 458-5359,(413) 458-5359,,,,,,,g00010007505017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5033,26,Dublin House Motel,U.S.7,,New Ashford,MA,1237,(413) 443-4752,(413) 443-4752,,,,,,,g00033307505037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5056,26,Bascomb Lodge,Box 1800,,Lanesboro,MA,1237,(413) 743-1591,(413) 743-1591,,www.outdoors.org,,,,,g00056607505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,26,Tuckered Turkey,Old Cheshire Road,,Lanesboro,MA,1237,(413) 442-0026,(413) 442-0026,,,,,,,g00085507505087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,26,Juniper Hill,Stockbridge Road P.O. Box 466,,Lee,MA,1238,(413) 243-4425,(413) 243-4425,,,,,,,g00003307202807,still on website with old SNE logo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2962,26,Sunset  Motel,114 Housatonic Street,,Lee,MA,1238,(413) 243-0309,(413) 243-0309,,,,,,,g00062207202967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,26,Super 8 Motel,128 Housatonic Street,,Lee,MA,1238,(800) 843-1991,(800) 843-1991,,,,,,,g00065507202967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2970,26,Days Inn,Route 102,P.O. Box 426,Lee,MA,1238,(413) 243-0501,(413) 243-0501,,,,,,,g00070007202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2974,26,Chamberry Inn,199 Main Street,Rt. 20w,Lee,MA,1238,(413) 243-2221,(413) 243-2221,,,,,,,g00074407202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2975,26,Parsonage on the Green,20 Park Place,,Lee,MA,1238,(413) 243-4364,(413) 243-4364,,,,,,,g00075507202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,26,Hunter's Motel,Route 102,,Lee,MA,1238,(413) 243-0101,(413) 243-0101,,,,,,,g00076607202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2979,26,Laurel  Hill  Motel,Route 20 Laurel Street,Box 285,Lee,MA,1238,(413) 243-0813,(413) 243-0813,,,,,,,g00079907202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985,26,Ramsey House,203 West Street,,Lee,MA,1238,(413) 243-1598,(413) 243-1598,,,,,,,g00085507202987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3377,26,Gaslight Motor Lodge,Greenwater Pond Route 20,,Lee,MA,1238,(413) 243-9701,(413) 243-9701,,,,,,,g00077707303377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3382,26,Donahoes,Fairview Street at Davis Box 231,,Lee,MA,1238,(413) 243-1496,(413) 243-1496,,,,,,,g00082207303387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4965,26,Pilgrim Motel,165 Housatonic Street,,Lee,MA,1238,(413) 243-1328,(413) 243-1328,(413) 243-2339,,,,,,g00065507404967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4980,26,Prospect Hill House,1 South Prospect Street,,Lee,MA,1238,(413) 243-3460,(413) 243-3460,,,,,,,g00080007404987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5024,26,Tollgate Inn,HC 63 Box 98 A,,Lee,MA,1238,(413) 243-0715,(413) 243-0715,,,,,,,g00024407505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5050,26,Jirak's Guest House,60 Laurel Street,,Lee,MA,1238,(413) 243-3201,(413) 243-3201,,,,,,,g00050007505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5086,26,Morgan House,33 Main Street,,Lee,MA,1238,(413) 243-0181,(413) 243-0181,,,,,,,g00086607505087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5089,26,Ashley Inn Bed & Breakfast,182 W. Park Street,,Lee,MA,1238,(413) 243-2746,(413) 243-2746,,,,,,,g00089907505087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5090,26,Aunt M's Bed & Breakfast,60 Laurel Street,,Lee,MA,1238,(413) 243-3201,(413) 243-3201,,,,,,,g00090007505097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2958,26,Ponds at Foxhollow,Route 7,,Lenox,MA,1240,(413) 637-1469,(413) 637-1469,,,,,,,g00058807202957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2967,26,Garden Gable Inn,141 Main Street,P.O. Box 52,Lenox,MA,1240,(413) 637-0193,(413) 637-0193,,www.gardeninn.aol.com,,,,,g00067707202967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,26,Wagon Wheel Motel,P.O. Box 808,,Lenox,MA,1240,(413) 445-4532,(413) 445-4532,,,,,,,g00072207202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4971,26,Gables Inn,103 Walker Street,,Lenox,MA,1240,(413) 637-3416,(413) 637-3416,,,,,,,g00071107404977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4972,26,A Lenox Bed & Breakfast,31 Delafield Drive,,Lenox,MA,1240,(413) 637-4759,(413) 637-4759,,,,,,,g00072207404977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4981,26,Rockwood,Box 1717,,Lenox,MA,1240,(413) 637-9750,(413) 637-9750,,,,,,,g00081107404987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5009,26,Whistler's Inn,5 Greenwood Street,,Lenox,MA,1240,(413) 637-0975,(413) 637-0975,,,,,,,g00009907505007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,26,Lakeside Brook B&B,"104 Interlaken Road, Route 183",Box 38,Lenox,MA,1240,(413) 637-4910,(413) 637-4910,,,,,,,g00021107505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5032,26,Levasseur's B&B,13 Braclan Court,,Lenox,MA,1240,(413) 637-0858,(413) 637-0858,,,,,,,g00032207505037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5093,26,Eastover Resort,P. O.. Box 2160,,Lenox,MA,1240,(413) 637-0625,(413) 637-0625,,,,,,,g00093307505097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5094,26,Hilltop Inn,174 Main Street,,Lenox,MA,1240,(413) 637-1746,(413) 637-1746,,,,,,,g00094407505097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5100,26,Summer White House,17 Main Street,,Lenox,MA,1240,(413) 637-4489,(413) 637-4489,,,,,,,g00000007505107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5101,26,Wheatlleigh,Hawthorne Road,,Lenox,MA,1240,(413) 637-0610,(413) 637-0610,(413) 637-4507,,,,,,g00001107505107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5102,26,Forty-Four Saint Ann's Avenue,44 Street Ann's Avenue,Box 718,Lenox,MA,1240,(413) 637-3381,(413) 637-3381,,,,,,,g00002207505107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5025,26,Golden Hill B& B,15 Golden Hill Road,Box 343,Lenoxdale,MA,1242,(413) 637-2012,(413) 637-2012,,,,,,,g00025507505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,26,Blue Heaven Blueberry Farm,Skyline Trail,,Middlefield,MA,1243,(413) 623-5519,(413) 623-5519,,,,,,,g00003307505107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5104,26,Mountain Trails B& B,Route 23,Box 477,Monterey,MA,1245,(413) 528-2928,(413) 528-2928,,,,,,,g00004407505107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,26,Wigwam Western Summit,Route 2 Mohawk Trail,Box 7,North Adams,MA,1247,(413) 663-3205,(413) 663-3205,(413) 663-3205,,,,,,g00039907404437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996,26,Chief Motel,,,North Adams,MA,1247,(413) 663-3205,(413) 663-3205,,,,,,,g00096607404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5042,26,Twin Sisters Inn,1111 South State Street,P.O. Box 311,North Adams,MA,1247,(413) 663-6933,(413) 663-6933,,,,,,,g00042207505047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,26,Gateway  Manor,23 Wall Street,,North Adams,MA,1247,(413) 664-7542,(413) 664-7542,,,,,,,g00051107505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5107,26,Baldwin Grange,Rt 71,Box 47,North Egremont,MA,1252,(413) 528-2803,(413) 528-2803,,,,,,,g00007707505107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5058,26,Grouse House,Router 23 at the base of Otis Ridge,,Otis,MA,1253,(413) 269-4446,(413) 269-4446,,,,,,,g00058807505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,26,Echezeaux,Cheever Road,,Richmond,MA,1254,(413) 698-2802,(413) 698-2802,,,,,,,g00089907303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,26,Pierson Place,Route 41,,Richmond,MA,1254,(413) 698-2750,(413) 698-2750,,,,,,,g00092207404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5113,26,Inn at Richmond,1707 State Road,,Richmond,MA,1254,(413) 698-2566,(413) 698-2566,,,,,,,g00013307505117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,26,New Boston Inn,Route 8 & 57,,Sandisfield,MA,1255,(413) 258-4477,(413) 258-4477,,,,,,,g00022207505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3884,26,Ramblewood-A Unique B& B,Rte 41,Box 729,Sheffield,MA,1257,(413) 229-3363,(413) 229-3363,,,,,,,g00084407303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3886,26,Depot Guest House,Route 7 P.O. Box 575,,Sheffield,MA,1257,(413) 229-2908,(413) 229-2908,,,,,,,g00086607303887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,26,Ivanhoe Country House,254 South Undermountain Road,Route 41,Sheffield,MA,1257,(413) 229-2143,(413) 229-2143,,,,,,,g00090007303897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4989,26,Staveleigh House,P.O. Box 608,59 Main Street,Sheffield,MA,1257,(413) 229-2129,(413) 229-2129,,,,,,,g00089907404987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5011,26,One of a Kind B&B,999 Hewins Street,,Sheffield,MA,1257,(413) 229-2711,(413) 229-2711,,,,,,,g00011107505017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5116,26,Orchade Shade,P.O. Box 669,Maple Avenue,Sheffield,MA,1257,(413) 229-8463,(413) 229-8463,,,,,,,g00016607505117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5015,26,Oak & Spruce Resort,Meadow Street,P.O. Box 237,South Lee,MA,1260,(413) 243-3500,(413) 243-3500,,,,,,,g00015507505017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5120,26,Norris-Putnamn Apts/Rms,P.O. Box 424,,Stockbridge,MA,1260,(413) 298-3311,(413) 298-3311,,,,,,,g00020007505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4990,26,Cherry Hill Farm B&B,Cherry Hill Road,Box 1245,Stockbridge,MA,1262,(413) 298-3535,(413) 298-3535,,,,,,,g00090007404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4995,26,Broad Meadows,9 Church Street,,Stockbridge,MA,1262,(413) 298-4972,(413) 298-4972,,,,,,,g00095507404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5027,26,Sloan House,Averic Road Box 566,,Stockbridge,MA,1262,(413) 298-5522,(413) 298-5522,,,,,,,g00027707505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5121,26,Williiamson Guest House,32 Church Street,,Stockbridge,MA,1262,(413) 298-4931,(413) 298-4931,,,,,,,g00021107505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5124,26,Skye House,Route 183,Box 492,Stockbridge,MA,1262,(413) 298-5287,(413) 298-5287,,,,,,,g00024407505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5126,26,Golden  Goose,Main Road,Box 336,Tryingham,MA,1264,(413) 243-3008,(413) 243-3008,,,,,,,g00026607505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5013,26,Pleasant Valley Motel,Route 102,,West Stockbridge,MA,1266,(413) 232-8511,(413) 232-8511,,,,,,,g00013307505017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5038,26,Card Lake Inn,29 Main Street,Box 38,West Stockbridge,MA,1266,(413) 232-0272,(413) 232-0272,,,,,,,g00038807505037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5052,26,Marble Inn,4Stockbridge Road,,West Stockbridge,MA,1266,(413) 232-7092,(413) 232-7092,,,,,,,g00052207505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5127,26,Kasindorf's Bed & Breakfast,Box 526,,West Stockbridge,MA,1266,(413) 232-0272,(413) 232-0272,,,,,,,g00027707505127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2963,26,Cozy Corner Motel,284 Sand Springs Road,Rt. 2,Williamstown,MA,1267,(413) 458-8006,(413) 458-8006,,,,,,,g00063307202967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2973,26,Villager Motel,953 Simonds Road,,Williamstown,MA,1267,(413) 458-4046,(413) 458-4046,,,,,,,g00073307202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2977,26,Four Acres Motel,213 Main Street,,Williamstown,MA,1267,(413) 458-8158,(413) 458-8158,,,,,,,g00077707202977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2986,26,Northside Motel,45 North Street,,Williamstown,MA,1267,(413) 458-8107,(413) 458-8107,,,,,,,g00086607202987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4991,26,Steep Acres Farm  B& B,520 White Oaks Road,,Williamstown,MA,1267,(413) 458-3774,(413) 458-3774,,,,,,,g00091107404997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5001,26,Green Valley Motel,1216 Simonds Road,,Williamstown,MA,1267,(413) 458-3864,(413) 458-3864,,,,,,,g00001107505007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5012,26,Chimney Mirror Motel,State Road,Route 2,Williamstown,MA,1267,(413) 458-5202,(413) 458-5202,,,,,,,g00012207505017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5014,26,Willows Motel,480 Main Street,,Williamstown,MA,1267,(413) 458-5768,(413) 458-5768,,,,,,,g00014407505017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5028,26,Goldberry's B&B,39 Cold Spring Road,,Williamstown,MA,1267,(413) 458-3935,(413) 458-3935,,,,,,,g00028807505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,26,Upland Meadow House B&B,1249 Northwest Hill Road,,Williamstown,MA,1267,(413) 458-3990,(413) 458-3990,,,,,,,g00029907505027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,26,River Bend Farm,643 Simonds Road,,Williamstown,MA,1267,(413) 458-3121,(413) 458-3121,,,,,,,g00053307505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5054,26,Williamstown B&B,30 Cold Spring Road,,Williamstown,MA,1267,(413) 458-9202,(413) 458-9202,,,,,,,g00054407505057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
